# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		106813		2722		1600
1		86958		5434		1873
2		72330		8121		1930
3		63923		10802		1976
4		58996		13490		2001
5		55625		16144		1978
6		52438		18816		1998
7		49998		21486		2013
8		47915		24138		2028
9		46891		26794		2023
10		45666		27098		2027
11		45259		29751		2032
12		44989		32402		2017
13		44787		35057		2013
14		44422		37709		2027
15		44242		40369		2042
16		44180		43023		2039
17		43954		45675		2040
18		43879		48327		2031
19		43804		50976		2022
20		43323		51184		2013
21		43085		53820		2031
22		42844		56469		2026
23		42652		59106		2024
24		42398		61741		2026
25		42256		64378		2034
26		42149		67006		2028
27		42052		69643		2032
28		41997		72297		2035
29		41932		74937		2040
30		41880		75036		2029
31		41885		77672		2029
32		41828		80300		2029
33		41810		82934		2028
34		41746		85568		2034
35		41745		88209		2038
36		41712		90863		2036
37		41693		93497		2038
38		41647		96132		2026
39		41630		98776		2030
40		41594		98824		2038
41		41580		101467		2035
42		41566		104095		2035
43		41559		106714		2039
44		41567		109344		2041
45		41560		111972		2042
46		41521		114599		2037
47		41513		117224		2037
48		41511		119861		2037
49		41505		122491		2037
50		41495		122509		2041
51		41481		125135		2044
52		41475		127773		2045
53		41473		130400		2042
54		41461		133026		2047
55		41466		135672		2046
56		41460		138298		2045
57		41455		140936		2047
58		41454		143575		2045
59		41449		146198		2041
60		41442		146218		2045
61		41436		148855		2046
62		41426		151492		2045
63		41429		154126		2046
64		41427		156758		2043
65		41422		159383		2042
66		41419		162017		2040
67		41416		164640		2039
68		41408		167266		2043
69		41408		169890		2043
70		41378		169901		2046
71		41379		172530		2042
72		41379		175162		2047
73		41368		177781		2047
74		41368		180413		2048
75		41360		183038		2048
76		41355		185665		2050
77		41353		188307		2050
78		41347		190945		2053
79		41352		193580		2055
80		41336		193591		2053
81		41329		196238		2056
82		41329		198851		2056
83		41336		201480		2058
84		41335		204092		2061
85		41334		206721		2059
86		41335		209342		2059
87		41337		211966		2060
88		41334		214591		2058
89		41332		217216		2057
90		41298		217223		2059
91		41298		219860		2061
92		41298		222503		2059
93		41303		225117		2059
94		41304		227758		2060
95		41303		230391		2059
96		41305		233031		2060
97		41304		235666		2060
98		41304		238307		2060
99		41305		240942		2058
100		41308		240946		2056
101		41308		243559		2058
102		41306		246199		2055
103		41299		248829		2055
104		41313		251462		2054
105		41306		254100		2055
106		41301		256703		2054
107		41301		259316		2054
108		41296		261930		2056
109		41292		264565		2054
110		41294		264569		2054
111		41290		267195		2056
112		41291		269838		2051
113		41291		272457		2051
114		41285		275076		2053
115		41283		277705		2053
116		41283		280329		2050
117		41285		282954		2050
118		41287		285592		2053
119		41289		288207		2053
120		41285		288210		2051
121		41285		290845		2050
122		41283		293485		2052
123		41288		296117		2051
124		41287		298751		2053
125		41286		301385		2052
126		41285		304031		2052
127		41286		306657		2056
128		41288		309283		2057
129		41292		311908		2058
130		41292		311908		2058
131		41292		314540		2056
132		41292		317157		2055
133		41290		319784		2057
134		41293		322418		2055
135		41292		325046		2054
136		41290		327673		2053
137		41291		330301		2055
138		41289		332936		2052
139		41291		335552		2054
140		41288		335555		2052
141		41288		338189		2051
142		41290		340808		2053
143		41288		343439		2051
144		41288		346065		2051
145		41288		348696		2052
146		41287		351331		2053
147		41289		353956		2053
148		41287		356589		2052
149		41287		359219		2052
150		41287		359221		2050
151		41286		361846		2049
152		41286		364471		2050
153		41287		367099		2049
154		41287		369723		2047
155		41286		372348		2043
156		41285		374985		2043
157		41285		377595		2044
158		41286		380212		2046
159		41286		382839		2046
160		41285		382842		2046
161		41276		385468		2045
162		41278		388076		2045
163		41278		390714		2044
164		41277		393332		2041
165		41275		395960		2042
166		41274		398587		2042
167		41274		401220		2041
168		41273		403845		2044
169		41273		406487		2044
170		41276		406488		2046
171		41275		409127		2048
172		41275		411759		2047
173		41275		414377		2047
174		41275		416996		2047
175		41275		419607		2045
176		41275		422241		2045
177		41275		424875		2045
178		41275		427508		2046
179		41275		430136		2045
180		41275		430136		2045
181		41275		432765		2045
182		41275		435373		2045
183		41275		438005		2046
184		41275		440626		2046
185		41275		443253		2046
186		41275		445874		2046
187		41275		448503		2046
188		41275		451123		2046
189		41275		453753		2046
190		41275		453753		2046
191		41275		456382		2046
192		41275		459005		2045
193		41275		461657		2045
194		41275		464273		2045
195		41275		466896		2046
196		41275		469516		2046
197		41275		472140		2046
198		41275		474771		2046
199		41275		477397		2046
200		41274		477398		2045
201		41274		480019		2045
202		41274		482650		2045
203		41274		485262		2045
204		41274		487884		2045
205		41274		490515		2043
206		41274		493127		2041
207		41274		495747		2041
208		41274		498362		2041
209		41279		500988		2040
210		41280		500989		2042
211		41280		503605		2043
212		41280		506231		2042
213		41280		508852		2042
214		41280		511479		2042
215		41279		514086		2043
216		41279		516715		2043
217		41279		519333		2043
218		41279		521941		2042
219		41279		524565		2043
220		41279		524565		2043
221		41281		527186		2041
222		41280		529825		2041
223		41279		532442		2041
224		41279		535069		2040
225		41279		537697		2040
226		41279		540318		2040
227		41279		542928		2040
228		41279		545549		2039
229		41279		548177		2039
230		41279		548177		2039
231		41281		550832		2040
232		41281		553462		2042
233		41281		556096		2042
234		41281		558735		2042
235		41281		561356		2043
236		41281		563983		2043
237		41280		566604		2042
238		41280		569226		2040
239		41280		571848		2038
240		41280		571848		2038
241		41280		574469		2040
242		41280		577099		2040
243		41282		579724		2042
244		41282		582342		2042
245		41280		584972		2043
246		41280		587606		2042
247		41282		590232		2041
248		41280		592846		2041
249		41282		595468		2041
250		41282		595469		2040
251		41281		598077		2042
252		41281		600692		2042
253		41281		603331		2041
254		41281		605969		2041
255		41281		608583		2040
256		41281		611208		2040
257		41283		613826		2041
258		41281		616431		2040
259		41281		619047		2040
260		41281		619047		2040
261		41283		621671		2041
262		41285		624304		2039
263		41282		626937		2042
264		41283		629548		2040
265		41281		632165		2041
266		41281		634775		2042
267		41281		637394		2042
268		41281		640009		2042
269		41281		642644		2041
270		41293		642645		2041
271		41293		645278		2041
272		41295		647898		2040
273		41293		650518		2040
274		41295		653145		2039
275		41296		655769		2041
276		41295		658395		2041
277		41295		661018		2041
278		41294		663651		2040
279		41294		666292		2040
280		41293		666293		2039
281		41280		668919		2040
282		41279		671562		2041
283		41279		674183		2041
284		41279		676803		2043
285		41279		679421		2043
286		41279		682026		2042
287		41279		684625		2042
288		41269		687250		2041
289		41269		689866		2041
290		41270		689867		2043
291		41270		692475		2043
292		41271		695105		2043
293		41270		697739		2045
294		41270		700386		2044
295		41271		703028		2044
296		41270		705661		2043
297		41270		708286		2043
298		41270		710922		2042
299		41269		713535		2043
300		41268		713537		2042
301		41267		716148		2043
302		41266		718754		2044
303		41266		721383		2044
304		41266		724009		2044
305		41266		726626		2046
306		41266		729243		2046
307		41266		731875		2044
308		41266		734497		2044
309		41266		737105		2044
310		41266		737105		2044
311		41265		739725		2044
312		41265		742354		2044
313		41265		744966		2044
314		41265		747577		2044
315		41265		750204		2044
316		41265		752822		2044
317		41265		755443		2044
318		41265		758078		2044
319		41265		760704		2046
320		41265		760704		2046
321		41265		763334		2045
322		41265		765971		2046
323		41265		768600		2047
324		41265		771232		2046
325		41265		773842		2046
326		41265		776466		2046
327		41265		779086		2047
328		41265		781724		2047
329		41265		784366		2047
330		41265		784366		2047
331		41264		786998		2046
332		41264		789607		2046
333		41264		792255		2046
334		41264		794895		2046
335		41264		797538		2046
336		41264		800151		2046
337		41264		802776		2046
338		41264		805399		2046
339		41264		808032		2046
340		41264		808032		2046
341		41264		810667		2046
342		41264		813303		2046
343		41264		815936		2046
344		41264		818569		2046
345		41264		821193		2046
346		41264		823845		2046
347		41264		826461		2046
348		41264		829084		2046
349		41264		831721		2046
350		41264		831721		2046
351		41264		834345		2045
352		41264		836974		2044
353		41264		839600		2044
354		41264		842223		2044
355		41264		844830		2044
356		41264		847454		2044
357		41264		850070		2044
358		41264		852699		2044
359		41264		855322		2044
360		41270		855323		2044
361		41270		857951		2044
362		41270		860591		2044
363		41270		863221		2044
364		41270		865853		2044
365		41270		868493		2044
366		41270		871139		2044
367		41270		873764		2045
368		41270		876388		2045
369		41270		879012		2045
370		41270		879012		2045
371		41270		881623		2045
372		41270		884248		2045
373		41270		886856		2045
374		41270		889492		2045
375		41270		892123		2045
376		41270		894741		2045
377		41270		897363		2045
378		41270		899988		2045
379		41270		902592		2043
380		41274		902593		2043
381		41274		905218		2043
382		41274		907829		2043
383		41274		910463		2043
384		41274		913103		2041
385		41274		915745		2043
386		41274		918361		2043
387		41274		920994		2042
388		41276		923631		2044
389		41276		926251		2044
390		41274		926252		2044
391		41274		928874		2044
392		41274		931494		2040
393		41274		934113		2039
394		41274		936728		2040
395		41273		939353		2041
396		41273		941971		2041
397		41273		944603		2041
398		41273		947236		2041
399		41273		949887		2043
400		41273		949887		2043
401		41273		952517		2043
402		41273		955151		2043
403		41273		957778		2042
404		41273		960410		2042
405		41273		963039		2042
406		41273		965652		2041
407		41273		968283		2043
408		41273		970909		2043
409		41273		973543		2043
410		41273		973543		2043
411		41273		976152		2044
412		41273		978768		2044
413		41273		981391		2044
414		41273		984010		2044
415		41273		986645		2044
416		41273		989274		2044
417		41273		991880		2044
418		41273		994526		2045
419		41273		997151		2045
420		41271		997153		2048
421		41271		999775		2048
422		41271		1002390		2048
423		41271		1005030		2048
424		41271		1007658		2048
425		41271		1010295		2048
426		41271		1012921		2048
427		41271		1015548		2048
428		41271		1018180		2048
429		41271		1020814		2048
430		41268		1020815		2047
431		41268		1023451		2047
432		41268		1026076		2046
433		41268		1028694		2046
434		41268		1031326		2047
435		41268		1033952		2047
436		41268		1036581		2047
437		41268		1039202		2047
438		41268		1041834		2047
439		41268		1044458		2047
440		41268		1044458		2047
441		41268		1047064		2047
442		41268		1049706		2047
443		41268		1052336		2047
444		41268		1054966		2047
445		41268		1057574		2047
446		41268		1060200		2047
447		41268		1062837		2047
448		41268		1065469		2047
449		41268		1068107		2047
450		41268		1068107		2047
451		41268		1070720		2047
452		41268		1073335		2048
453		41268		1075962		2047
454		41268		1078591		2047
455		41268		1081218		2047
456		41268		1083827		2047
457		41268		1086452		2045
458		41268		1089081		2045
459		41268		1091704		2045
460		41268		1091704		2045
461		41268		1094323		2045
462		41268		1096945		2045
463		41268		1099565		2045
464		41268		1102187		2045
465		41268		1104810		2046
466		41268		1107436		2046
467		41268		1110059		2046
468		41268		1112679		2046
469		41268		1115320		2047
470		41268		1115320		2047
471		41268		1117964		2046
472		41270		1120583		2045
473		41268		1123207		2046
474		41268		1125827		2046
475		41268		1128446		2046
476		41268		1131091		2045
477		41268		1133737		2046
478		41268		1136370		2046
479		41268		1138996		2046
480		41268		1138996		2046
481		41268		1141623		2047
482		41267		1144245		2046
483		41267		1146884		2046
484		41267		1149514		2046
485		41267		1152131		2046
486		41267		1154744		2048
487		41267		1157373		2048
488		41267		1160021		2048
489		41267		1162643		2048
490		41262		1162645		2046
491		41262		1165274		2046
492		41262		1167892		2046
493		41262		1170524		2046
494		41265		1173148		2048
495		41262		1175778		2046
496		41262		1178381		2046
497		41262		1181022		2046
498		41262		1183653		2046
499		41262		1186294		2046
500		41261		1186296		2044
501		41262		1188924		2044
502		41262		1191554		2044
503		41262		1194172		2044
504		41262		1196781		2044
505		41262		1199415		2044
506		41265		1202031		2047
507		41265		1204646		2047
508		41262		1207275		2045
509		41262		1209904		2045
510		41269		1209907		2047
511		41269		1212538		2047
512		41269		1215165		2047
513		41269		1217807		2047
514		41269		1220439		2047
515		41269		1223065		2047
516		41269		1225698		2047
517		41269		1228320		2048
518		41269		1230939		2048
519		41269		1233566		2046
520		41269		1233566		2046
521		41269		1236187		2046
522		41269		1238815		2046
523		41269		1241430		2046
524		41269		1244053		2046
525		41269		1246659		2046
526		41269		1249267		2047
527		41269		1251895		2047
528		41269		1254521		2045
529		41269		1257143		2045
530		41269		1257143		2045
531		41269		1259779		2045
532		41269		1262393		2042
533		41269		1265018		2042
534		41269		1267648		2041
535		41269		1270271		2042
536		41269		1272892		2043
537		41269		1275503		2044
538		41269		1278140		2044
539		41269		1280758		2044
540		41269		1280758		2044
541		41269		1283383		2044
542		41269		1286019		2044
543		41269		1288634		2045
544		41269		1291269		2045
545		41269		1293878		2044
546		41269		1296507		2042
547		41269		1299125		2042
548		41269		1301753		2042
549		41269		1304386		2042
550		41269		1304386		2042
551		41269		1307010		2042
552		41269		1309620		2042
553		41269		1312255		2042
554		41269		1314885		2042
555		41269		1317518		2042
556		41269		1320136		2043
557		41269		1322765		2043
558		41269		1325394		2043
559		41269		1328026		2043
560		41269		1328026		2043
561		41269		1330642		2044
562		41269		1333274		2044
563		41269		1335899		2044
564		41269		1338524		2043
565		41269		1341163		2045
566		41269		1343805		2045
567		41269		1346432		2045
568		41268		1349064		2046
569		41268		1351665		2046
570		41268		1351665		2046
571		41268		1354296		2047
572		41268		1356911		2047
573		41268		1359529		2049
574		41268		1362182		2049
575		41268		1364795		2049
576		41270		1367427		2048
577		41268		1370037		2049
578		41268		1372669		2049
579		41270		1375301		2048
580		41268		1375302		2049
581		41268		1377940		2049
582		41270		1380558		2048
583		41268		1383173		2048
584		41268		1385794		2048
585		41268		1388419		2048
586		41268		1391033		2048
587		41268		1393640		2047
588		41268		1396264		2047
589		41270		1398866		2046
590		41268		1398867		2047
591		41268		1401504		2048
592		41270		1404136		2047
593		41270		1406761		2047
594		41268		1409399		2048
595		41268		1412038		2047
596		41269		1414651		2048
597		41269		1417287		2048
598		41269		1419910		2048
599		41269		1422527		2048
600		41269		1422528		2046
601		41269		1425160		2046
602		41269		1427793		2046
603		41269		1430424		2045
604		41271		1433048		2046
605		41271		1435681		2045
606		41271		1438314		2046
607		41271		1440930		2045
608		41271		1443551		2045
609		41271		1446162		2045
610		41268		1446164		2045
611		41268		1448793		2045
612		41268		1451434		2045
613		41268		1454068		2045
614		41268		1456691		2045
615		41268		1459325		2045
616		41268		1461958		2044
617		41268		1464585		2044
618		41268		1467215		2044
619		41268		1469841		2044
620		41268		1469841		2044
621		41268		1472457		2044
622		41268		1475074		2044
623		41268		1477701		2044
624		41268		1480330		2044
625		41268		1482951		2044
626		41268		1485577		2044
627		41268		1488205		2044
628		41268		1490842		2044
629		41268		1493475		2044
630		41268		1493475		2044
631		41268		1496094		2044
632		41268		1498721		2044
633		41268		1501341		2044
634		41268		1503975		2044
635		41268		1506614		2044
636		41268		1509232		2042
637		41268		1511855		2042
638		41268		1514481		2042
639		41268		1517113		2042
640		41268		1517113		2042
641		41268		1519751		2042
642		41268		1522380		2042
643		41268		1524997		2042
644		41268		1527629		2042
645		41268		1530249		2042
646		41268		1532874		2042
647		41268		1535515		2042
648		41268		1538149		2042
649		41268		1540771		2042
650		41268		1540771		2042
651		41268		1543380		2042
652		41268		1546001		2044
653		41268		1548622		2044
654		41268		1551253		2044
655		41268		1553886		2044
656		41268		1556513		2044
657		41268		1559135		2044
658		41268		1561742		2044
659		41268		1564361		2044
660		41268		1564361		2044
661		41268		1566978		2044
662		41268		1569593		2044
