# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		4230		2395		1707
1		3912		4789		1705
2		3830		7182		1640
3		3799		9576		1704
4		3751		11971		1715
5		3662		14365		1644
6		3690		16759		1679
7		3675		19150		1662
8		3641		21543		1663
9		3622		23937		1708
10		3587		26330		1700
11		3599		28722		1646
12		3570		31117		1695
13		3537		33510		1691
14		3530		35904		1643
15		3525		38295		1692
16		3514		40687		1695
17		3497		43082		1665
18		3415		45446		1714
19		3364		47814		1742
20		3300		50175		1782
21		3252		52530		1783
22		3222		54879		1791
23		3160		57228		1764
24		3110		59579		1791
25		3064		61932		1786
26		3046		64277		1785
27		3008		66630		1794
28		2966		68972		1809
29		2919		71319		1794
30		2877		73657		1795
31		2832		75997		1811
32		2782		78327		1788
33		2794		80670		1808
34		2749		82998		1801
35		2756		85345		1824
36		2739		87659		1804
37		2733		89988		1790
38		2723		92320		1790
39		2722		94649		1792
40		2698		96969		1815
41		2678		99297		1807
42		2680		101628		1826
43		2651		103954		1798
44		2663		106262		1832
45		2670		108579		1812
46		2657		110907		1822
47		2629		113238		1811
48		2604		115558		1841
49		2604		117862		1826
50		2591		120182		1824
51		2593		122496		1822
52		2589		124813		1813
53		2552		127126		1823
54		2547		129447		1817
55		2529		131747		1829
56		2513		134066		1820
57		2519		136389		1814
58		2509		138703		1826
59		2503		141014		1822
60		2498		143322		1821
61		2485		145637		1812
62		2482		147936		1814
63		2472		150239		1818
64		2460		152537		1813
65		2462		154851		1818
66		2462		157152		1826
67		2420		159462		1826
68		2419		161786		1835
69		2394		164100		1843
70		2412		166394		1844
71		2387		168713		1845
72		2385		171028		1850
73		2384		173318		1856
74		2370		175621		1835
75		2377		177939		1854
76		2367		180251		1841
77		2393		182570		1861
78		2370		184872		1847
79		2354		187161		1842
80		2338		189456		1852
81		2328		191752		1851
82		2324		194066		1847
83		2332		196365		1854
84		2326		198679		1839
85		2308		200987		1851
86		2305		203289		1846
87		2324		205585		1841
88		2297		207890		1845
89		2288		210179		1856
90		2294		212478		1836
91		2271		214786		1835
92		2264		217088		1826
93		2250		219378		1832
94		2247		221696		1842
95		2233		223987		1836
96		2230		226282		1831
97		2212		228551		1845
98		2239		230861		1849
99		2233		233163		1839
100		2241		235452		1844
101		2231		237737		1844
102		2222		240029		1847
103		2219		242323		1849
104		2229		244612		1831
105		2252		246914		1845
106		2217		249213		1846
107		2210		251511		1844
108		2221		253803		1834
109		2222		256091		1849
110		2216		258371		1833
111		2213		260662		1854
112		2196		262965		1835
113		2183		265253		1831
114		2200		267538		1849
115		2211		269838		1850
116		2216		272120		1853
117		2208		274406		1852
118		2193		276694		1855
119		2200		278980		1857
120		2205		281264		1837
121		2207		283563		1844
122		2186		285851		1841
123		2186		288141		1842
124		2192		290419		1829
125		2181		292709		1831
126		2174		294990		1818
127		2166		297292		1833
128		2166		299607		1834
129		2175		301893		1845
130		2164		304176		1843
131		2143		306454		1854
132		2155		308760		1840
133		2163		311056		1851
134		2143		313349		1848
135		2132		315648		1822
136		2119		317918		1834
137		2134		320193		1849
138		2127		322477		1832
139		2117		324761		1833
140		2117		327045		1845
141		2121		329330		1812
142		2136		331610		1824
143		2129		333898		1833
144		2121		336184		1828
145		2125		338471		1833
146		2123		340761		1830
147		2127		343044		1831
148		2109		345326		1831
149		2125		347618		1843
150		2114		349896		1808
151		2111		352199		1816
152		2102		354490		1817
153		2108		356768		1824
154		2112		359055		1830
155		2090		361361		1842
156		2081		363633		1836
157		2084		365905		1841
158		2078		368190		1832
159		2072		370478		1839
160		2096		372772		1833
161		2083		375042		1834
162		2112		377321		1836
163		2124		379608		1832
164		2113		381874		1835
165		2127		384157		1824
166		2127		386454		1829
167		2124		388748		1827
168		2103		391037		1824
169		2114		393327		1822
170		2096		395616		1838
171		2101		397884		1834
172		2087		400164		1850
173		2093		402444		1845
174		2099		404707		1841
175		2076		407003		1833
176		2085		409280		1838
177		2095		411560		1830
178		2093		413834		1816
179		2104		416126		1826
180		2102		418403		1827
181		2092		420690		1835
182		2098		422966		1823
183		2111		425242		1826
184		2102		427525		1830
185		2093		429816		1812
186		2089		432094		1808
187		2089		434381		1813
188		2090		436669		1832
189		2083		438950		1836
190		2100		441240		1839
191		2080		443530		1826
192		2083		445805		1818
193		2095		448100		1820
194		2079		450369		1826
195		2067		452645		1843
196		2075		454936		1836
197		2076		457210		1840
198		2077		459490		1836
199		2071		461778		1841
200		2083		464070		1831
201		2086		466339		1833
202		2083		468607		1841
203		2075		470892		1841
204		2081		473174		1846
205		2094		475459		1842
206		2091		477730		1852
207		2098		480024		1844
208		2103		482296		1828
209		2104		484581		1841
210		2100		486855		1848
211		2110		489142		1848
212		2114		491416		1842
213		2105		493699		1835
214		2095		495986		1828
215		2083		498265		1834
216		2083		500549		1829
217		2094		502824		1833
218		2094		505091		1836
219		2101		507345		1832
220		2114		509622		1830
221		2107		511893		1826
222		2114		514157		1828
223		2100		516432		1837
224		2102		518715		1831
225		2118		520996		1831
226		2108		523272		1840
227		2101		525537		1827
228		2106		527809		1825
229		2112		530084		1818
230		2103		532345		1819
231		2091		534612		1823
232		2096		536893		1812
233		2070		539161		1821
234		2081		541450		1818
235		2095		543751		1818
236		2081		546033		1829
237		2082		548318		1820
238		2096		550604		1822
239		2102		552887		1820
240		2085		555161		1834
241		2099		557444		1824
242		2083		559718		1837
243		2089		561994		1830
244		2091		564277		1833
245		2084		566556		1836
246		2076		568808		1831
247		2085		571099		1824
248		2076		573391		1823
249		2083		575666		1823
250		2086		577951		1825
251		2083		580220		1829
252		2086		582506		1840
253		2089		584792		1830
254		2081		587068		1826
255		2084		589351		1819
256		2075		591629		1829
257		2084		593912		1840
258		2092		596207		1835
259		2074		598491		1834
260		2083		600767		1832
261		2073		603039		1839
262		2068		605320		1841
263		2074		607602		1831
264		2071		609885		1829
265		2084		612170		1826
266		2073		614452		1825
267		2089		616732		1828
268		2078		619012		1836
269		2078		621297		1829
270		2076		623592		1828
271		2064		625866		1835
272		2063		628128		1828
273		2054		630398		1821
274		2057		632688		1823
275		2050		634958		1827
276		2053		637233		1832
277		2059		639507		1828
278		2055		641775		1823
279		2064		644052		1825
280		2043		646314		1822
281		2049		648586		1823
282		2054		650858		1825
283		2051		653139		1835
284		2062		655415		1828
285		2060		657680		1832
286		2065		659965		1840
287		2074		662246		1838
288		2070		664509		1840
289		2072		666775		1832
290		2066		669048		1829
291		2079		671310		1839
292		2083		673592		1831
293		2078		675868		1831
294		2068		678144		1833
295		2069		680420		1833
296		2068		682693		1832
297		2056		684967		1823
298		2063		687232		1818
299		2068		689515		1826
300		2062		691790		1831
301		2055		694064		1833
302		2052		696352		1839
303		2040		698645		1836
304		2040		700913		1847
305		2047		703183		1844
306		2036		705467		1842
307		2043		707731		1832
308		2042		709984		1813
309		2049		712261		1829
310		2045		714534		1835
311		2043		716804		1828
312		2034		719081		1834
313		2039		721347		1834
314		2043		723620		1836
315		2058		725884		1830
316		2055		728165		1837
317		2065		730439		1844
318		2053		732736		1852
319		2048		735002		1852
320		2033		737276		1837
321		2049		739551		1852
322		2044		741813		1835
323		2045		744100		1840
324		2047		746370		1851
325		2031		748631		1839
326		2037		750913		1832
327		2050		753185		1843
328		2045		755466		1843
329		2049		757749		1843
330		2049		760026		1833
331		2036		762305		1840
332		2038		764572		1842
333		2049		766853		1828
334		2043		769110		1827
335		2052		771379		1831
336		2053		773653		1819
337		2059		775934		1828
338		2063		778212		1811
339		2064		780470		1829
340		2067		782737		1817
341		2058		785023		1822
342		2058		787318		1832
343		2060		789601		1829
344		2077		791872		1822
345		2065		794152		1825
346		2062		796412		1809
347		2077		798676		1820
348		2065		800947		1818
349		2060		803223		1801
350		2069		805484		1803
351		2067		807768		1806
352		2070		810048		1806
353		2071		812327		1817
354		2062		814605		1829
355		2069		816886		1820
356		2067		819185		1828
357		2081		821466		1821
358		2067		823744		1823
359		2075		826006		1828
360		2079		828284		1832
361		2075		830564		1845
362		2059		832844		1829
363		2062		835115		1837
364		2043		837380		1838
365		2061		839649		1836
366		2049		841932		1846
367		2070		844222		1830
368		2076		846488		1822
369		2065		848751		1828
370		2064		851033		1818
371		2058		853313		1823
372		2071		855604		1826
373		2063		857859		1822
374		2076		860151		1816
375		2087		862444		1813
376		2081		864725		1816
377		2090		867010		1815
378		2072		869296		1805
379		2067		871575		1812
380		2061		873859		1810
381		2068		876160		1823
382		2071		878439		1809
383		2062		880719		1805
384		2082		883004		1799
385		2072		885297		1810
386		2091		887577		1808
387		2077		889874		1810
388		2091		892151		1819
389		2098		894439		1823
390		2100		896726		1819
391		2112		899010		1837
392		2105		901283		1825
393		2085		903545		1823
394		2092		905831		1826
395		2088		908126		1821
396		2094		910402		1808
397		2087		912694		1812
398		2098		914979		1807
399		2097		917267		1814
400		2093		919556		1814
401		2090		921834		1798
402		2078		924111		1802
403		2075		926390		1814
404		2068		928673		1803
405		2080		930953		1820
406		2077		933241		1828
407		2078		935524		1811
408		2070		937790		1813
409		2084		940065		1811
410		2080		942353		1811
411		2080		944642		1801
412		2088		946927		1793
413		2075		949202		1805
